H1	H2
ScomH1c01g0002413	ScomH2c01g0002373
ScomH1c01g0002414	ScomH2c01g0002374
ScomH1c01g0002415	ScomH2c01g0002375
ScomH1c01g0002417	ScomH2c01g0002376
ScomH1c01g0002418	ScomH2c01g0002377
ScomH1c01g0002419	ScomH2c01g0002378
ScomH1c01g0002420	ScomH2c01g0002379
ScomH1c01g0002421	ScomH2c01g0002380
ScomH1c01g0002424	ScomH2c01g0002384
ScomH1c01g0002426	ScomH2c01g0002387
ScomH1c01g0002427	ScomH2c01g0002388
ScomH1c01g0002428	ScomH2c01g0002389
ScomH1c01g0002429	ScomH2c01g0002390
ScomH1c01g0002430	ScomH2c01g0002391
ScomH1c01g0002431	ScomH2c01g0002392
ScomH1c01g0002432	ScomH2c01g0002393
ScomH1c01g0002433	ScomH2c01g0002394
ScomH1c01g0002434	ScomH2c01g0002395
ScomH1c01g0002435	ScomH2c01g0002396
ScomH1c01g0002436	ScomH2c01g0002397
ScomH1c01g0002437	ScomH2c01g0002398
ScomH1c01g0002440	ScomH2c01g0002401
ScomH1c01g0002441	ScomH2c01g0002402
ScomH1c01g0002442	ScomH2c01g0002403
ScomH1c01g0002444	ScomH2c01g0002404
ScomH1c01g0002445	ScomH2c01g0002409
ScomH1c01g0002446	ScomH2c01g0002410
ScomH1c01g0002447	ScomH2c01g0002411
ScomH1c01g0002450	ScomH2c01g0002414
ScomH1c01g0002449	ScomH2c01g0002413
ScomH1c01g0002452	ScomH2c01g0002416
ScomH1c01g0002453	ScomH2c01g0002417
ScomH1c01g0002454	ScomH2c01g0002418
ScomH1c01g0002456	ScomH2c01g0002420
ScomH1c01g0002457	ScomH2c01g0002421
ScomH1c01g0002458	ScomH2c01g0002422
ScomH1c01g0002459	ScomH2c01g0002423
ScomH1c01g0002461	ScomH2c01g0002425
ScomH1c01g0002462	ScomH2c01g0002426
ScomH1c01g0002464	ScomH2c01g0002428
ScomH1c01g0002465	ScomH2c01g0002429
ScomH1c01g0002466	ScomH2c01g0002430
ScomH1c01g0002467	ScomH2c01g0002431
ScomH1c01g0002468	ScomH2c01g0002432
ScomH1c01g0002469	ScomH2c01g0002433
ScomH1c01g0002470	ScomH2c01g0002434
ScomH1c01g0002474	ScomH2c01g0002439
ScomH1c01g0002476	ScomH2c01g0002442
ScomH1c01g0002480	ScomH2c01g0002443
ScomH1c01g0002482	ScomH2c01g0002446
ScomH1c01g0002485	ScomH2c01g0002449
ScomH1c01g0002486	ScomH2c01g0002450
ScomH1c01g0002487	ScomH2c01g0002451
ScomH1c01g0002488	ScomH2c01g0002452
ScomH1c01g0002489	ScomH2c01g0002453
ScomH1c01g0002490	ScomH2c01g0002456
ScomH1c01g0002491	ScomH2c01g0002457
ScomH1c01g0002492	ScomH2c01g0002458
ScomH1c01g0002493	ScomH2c01g0002459
ScomH1c01g0002494	ScomH2c01g0002460
ScomH1c01g0002495	ScomH2c01g0002461
ScomH1c01g0002496	ScomH2c01g0002462
ScomH1c01g0002497	ScomH2c01g0002463
ScomH1c01g0002498	ScomH2c01g0002464
ScomH1c01g0002499	ScomH2c01g0002465
ScomH1c01g0002500	ScomH2c01g0002466
ScomH1c01g0002504	ScomH2c01g0002467
ScomH1c01g0002507	ScomH2c01g0002468
ScomH1c01g0002508	ScomH2c01g0002469
ScomH1c01g0002509	ScomH2c01g0002470
ScomH1c01g0002510	ScomH2c01g0002471
ScomH1c01g0002511	ScomH2c01g0002472
ScomH1c01g0002512	ScomH2c01g0002473
ScomH1c01g0002514	ScomH2c01g0002474
ScomH1c01g0002519	ScomH2c01g0002476
ScomH1c01g0002520	ScomH2c01g0002477
ScomH1c01g0002522	ScomH2c01g0002479
ScomH1c01g0002523	ScomH2c01g0002480
ScomH1c01g0002527	ScomH2c01g0002483
ScomH1c01g0002528	ScomH2c01g0002484
ScomH1c01g0002529	ScomH2c01g0002485
ScomH1c01g0002530	ScomH2c01g0002486
ScomH1c01g0002531	ScomH2c01g0002487
ScomH1c01g0002532	ScomH2c01g0002488
ScomH1c01g0002533	ScomH2c01g0002489
ScomH1c01g0002538	ScomH2c01g0002490
ScomH1c01g0002541	ScomH2c01g0002494
ScomH1c01g0002543	ScomH2c01g0002495
ScomH1c01g0002544	ScomH2c01g0002496
ScomH1c01g0002545	ScomH2c01g0002497
ScomH1c01g0002546	ScomH2c01g0002498
ScomH1c01g0002547	ScomH2c01g0002499
ScomH1c01g0002548	ScomH2c01g0002500
ScomH1c01g0002549	ScomH2c01g0002501
ScomH1c01g0002550	ScomH2c01g0002502
ScomH1c01g0002553	ScomH2c01g0002504
ScomH1c01g0002554	ScomH2c01g0002505
ScomH1c01g0002555	ScomH2c01g0002506
ScomH1c01g0002557	ScomH2c01g0002508
ScomH1c01g0002558	ScomH2c01g0002509
ScomH1c01g0002559	ScomH2c01g0002510
ScomH1c01g0002560	ScomH2c01g0002511
ScomH1c01g0002562	ScomH2c01g0002513
ScomH1c01g0002563	ScomH2c01g0002514
ScomH1c01g0002564	ScomH2c01g0002515
ScomH1c01g0002565	ScomH2c01g0002516
ScomH1c01g0002567	ScomH2c01g0002518
ScomH1c01g0002568	ScomH2c01g0002519
ScomH1c01g0002569	ScomH2c01g0002520
ScomH1c01g0002570	ScomH2c01g0002521
ScomH1c01g0002571	ScomH2c01g0002522
ScomH1c01g0002572	ScomH2c01g0002523
ScomH1c01g0002573	ScomH2c01g0002524
ScomH1c01g0002574	ScomH2c01g0002525
ScomH1c01g0002575	ScomH2c01g0002526
ScomH1c01g0002576	ScomH2c01g0002527
ScomH1c01g0002577	ScomH2c01g0002528
ScomH1c01g0002578	ScomH2c01g0002529
ScomH1c01g0002580	ScomH2c01g0002531
ScomH1c01g0002583	ScomH2c01g0002534
ScomH1c01g0002584	ScomH2c01g0002535
ScomH1c01g0002585	ScomH2c01g0002536
ScomH1c01g0002586	ScomH2c01g0002537
ScomH1c01g0002588	ScomH2c01g0002539
ScomH1c01g0002595	ScomH2c01g0002544
ScomH1c01g0002596	ScomH2c01g0002545
ScomH1c01g0002598	ScomH2c01g0002547
ScomH1c01g0002599	ScomH2c01g0002548
ScomH1c01g0002600	ScomH2c01g0002549
ScomH1c01g0002601	ScomH2c01g0002550
ScomH1c01g0002607	ScomH2c01g0002553
ScomH1c01g0002608	ScomH2c01g0002554
ScomH1c01g0002610	ScomH2c01g0002556
ScomH1c01g0002611	ScomH2c01g0002557
ScomH1c01g0002613	ScomH2c01g0002558
ScomH1c01g0002614	ScomH2c01g0002559
ScomH1c01g0002616	ScomH2c01g0002560
ScomH1c01g0002617	ScomH2c01g0002561
ScomH1c01g0002618	ScomH2c01g0002562
ScomH1c01g0002619	ScomH2c01g0002564
ScomH1c01g0002623	ScomH2c01g0002566
ScomH1c01g0002624	ScomH2c01g0002567
ScomH1c01g0002625	ScomH2c01g0002568
ScomH1c01g0002627	ScomH2c01g0002570
ScomH1c01g0002628	ScomH2c01g0002571
ScomH1c01g0002629	ScomH2c01g0002572
ScomH1c01g0002630	ScomH2c01g0002573
ScomH1c01g0002631	ScomH2c01g0002574
ScomH1c01g0002632	ScomH2c01g0002575
ScomH1c01g0002633	ScomH2c01g0002576
ScomH1c01g0002634	ScomH2c01g0002577
ScomH1c01g0002636	ScomH2c01g0002579
ScomH1c01g0002637	ScomH2c01g0002580
ScomH1c01g0002638	ScomH2c01g0002581
ScomH1c01g0002639	ScomH2c01g0002582
ScomH1c01g0002640	ScomH2c01g0002583
ScomH1c01g0002642	ScomH2c01g0002585
ScomH1c01g0002643	ScomH2c01g0002586
ScomH1c01g0002644	ScomH2c01g0002587
ScomH1c01g0002645	ScomH2c01g0002588
ScomH1c01g0002646	ScomH2c01g0002589
ScomH1c01g0002647	ScomH2c01g0002590
ScomH1c01g0002648	ScomH2c01g0002591
ScomH1c01g0002649	ScomH2c01g0002592
ScomH1c01g0002650	ScomH2c01g0002593
ScomH1c01g0002652	ScomH2c01g0002594
ScomH1c01g0002653	ScomH2c01g0002595
ScomH1c01g0002654	ScomH2c01g0002596
ScomH1c01g0002655	ScomH2c01g0002600
ScomH1c01g0002656	ScomH2c01g0002601
ScomH1c01g0002657	ScomH2c01g0002602
ScomH1c01g0002658	ScomH2c01g0002603
ScomH1c01g0002659	ScomH2c01g0002604
ScomH1c01g0002660	ScomH2c01g0002605
ScomH1c01g0002661	ScomH2c01g0002606
ScomH1c01g0002664	ScomH2c01g0002609
ScomH1c01g0002665	ScomH2c01g0002610
ScomH1c01g0002666	ScomH2c01g0002611
ScomH1c01g0002670	ScomH2c01g0002614
ScomH1c01g0002671	ScomH2c01g0002615
ScomH1c01g0002676	ScomH2c01g0002617
ScomH1c01g0002679	ScomH2c01g0002620
ScomH1c01g0002680	ScomH2c01g0002621
ScomH1c01g0002681	ScomH2c01g0002622
ScomH1c01g0002682	ScomH2c01g0002623
ScomH1c01g0002683	ScomH2c01g0002624
ScomH1c01g0002685	ScomH2c01g0002626
ScomH1c01g0002686	ScomH2c01g0002627
ScomH1c01g0002688	ScomH2c01g0002628
ScomH1c01g0002690	ScomH2c01g0002629
ScomH1c01g0002691	ScomH2c01g0002630
ScomH1c01g0002692	ScomH2c01g0002631
ScomH1c01g0002693	ScomH2c01g0002632
ScomH1c01g0002694	ScomH2c01g0002633
ScomH1c01g0002695	ScomH2c01g0002634
ScomH1c01g0002696	ScomH2c01g0002637
ScomH1c01g0002697	ScomH2c01g0002638
ScomH1c01g0002701	ScomH2c01g0002642
ScomH1c01g0002704	ScomH2c01g0002645
ScomH1c01g0002705	ScomH2c01g0002646
ScomH1c01g0002709	ScomH2c01g0002653
ScomH1c01g0002710	ScomH2c01g0002655
ScomH1c01g0002711	ScomH2c01g0002656
ScomH1c01g0002712	ScomH2c01g0002657
ScomH1c01g0002713	ScomH2c01g0002658
ScomH1c01g0002714	ScomH2c01g0002659
ScomH1c01g0002716	ScomH2c01g0002661
ScomH1c01g0002717	ScomH2c01g0002662
ScomH1c01g0002719	ScomH2c01g0002663
ScomH1c01g0002721	ScomH2c01g0002669
ScomH1c01g0002722	ScomH2c01g0002670
ScomH1c01g0002723	ScomH2c01g0002671
ScomH1c01g0002724	ScomH2c01g0002672
ScomH1c01g0002725	ScomH2c01g0002673
ScomH1c01g0002728	ScomH2c01g0002674
ScomH1c01g0002730	ScomH2c01g0002675
ScomH1c01g0002733	ScomH2c01g0002679
ScomH1c01g0002735	ScomH2c01g0002681
ScomH1c01g0002736	ScomH2c01g0002682
ScomH1c01g0002737	ScomH2c01g0002683
ScomH1c01g0002738	ScomH2c01g0002684
ScomH1c01g0002739	ScomH2c01g0002685
ScomH1c01g0002740	ScomH2c01g0002686
ScomH1c01g0002741	ScomH2c01g0002687
ScomH1c01g0002742	ScomH2c01g0002688
ScomH1c01g0002743	ScomH2c01g0002689
ScomH1c01g0002744	ScomH2c01g0002690
ScomH1c01g0002745	ScomH2c01g0002691
ScomH1c01g0002746	ScomH2c01g0002692
ScomH1c01g0002747	ScomH2c01g0002693
ScomH1c01g0002749	ScomH2c01g0002695
ScomH1c01g0002748	ScomH2c01g0002694
ScomH1c01g0002750	ScomH2c01g0002696
ScomH1c01g0002751	ScomH2c01g0002697
ScomH1c01g0002752	ScomH2c01g0002698
ScomH1c01g0002753	ScomH2c01g0002699
ScomH1c01g0002754	ScomH2c01g0002700
ScomH1c01g0002755	ScomH2c01g0002701
ScomH1c01g0002756	ScomH2c01g0002702
ScomH1c01g0002757	ScomH2c01g0002703
ScomH1c01g0002758	ScomH2c01g0002704
ScomH1c01g0002759	ScomH2c01g0002705
ScomH1c01g0002760	ScomH2c01g0002706
ScomH1c01g0002763	ScomH2c01g0002708
ScomH1c01g0002764	ScomH2c01g0002709
ScomH1c01g0002766	ScomH2c01g0002711
ScomH1c01g0002767	ScomH2c01g0002712
ScomH1c01g0002768	ScomH2c01g0002713
ScomH1c01g0002769	ScomH2c01g0002714
ScomH1c01g0002770	ScomH2c01g0002715
ScomH1c01g0002772	ScomH2c01g0002716
ScomH1c01g0002773	ScomH2c01g0002717
ScomH1c01g0002779	ScomH2c01g0002718
ScomH1c01g0002780	ScomH2c01g0002719
ScomH1c01g0002781	ScomH2c01g0002720
ScomH1c01g0002782	ScomH2c01g0002723
ScomH1c01g0002783	ScomH2c01g0002724
ScomH1c01g0002785	ScomH2c01g0002725
ScomH1c01g0002786	ScomH2c01g0002726
ScomH1c01g0002787	ScomH2c01g0002727
ScomH1c01g0002788	ScomH2c01g0002728
ScomH1c01g0002789	ScomH2c01g0002729
ScomH1c01g0002790	ScomH2c01g0002730
ScomH1c01g0002793	ScomH2c01g0002732
ScomH1c01g0002794	ScomH2c01g0002733
ScomH1c01g0002795	ScomH2c01g0002734
ScomH1c01g0002796	ScomH2c01g0002735
ScomH1c01g0002797	ScomH2c01g0002736
ScomH1c01g0002798	ScomH2c01g0002737
ScomH1c01g0002799	ScomH2c01g0002738
ScomH1c01g0002800	ScomH2c01g0002739
ScomH1c01g0002801	ScomH2c01g0002740
ScomH1c01g0002802	ScomH2c01g0002741
ScomH1c01g0002803	ScomH2c01g0002742
ScomH1c01g0002804	ScomH2c01g0002743
ScomH1c01g0002805	ScomH2c01g0002744
ScomH1c01g0002806	ScomH2c01g0002745
ScomH1c01g0002808	ScomH2c01g0002747
ScomH1c01g0002809	ScomH2c01g0002748
ScomH1c01g0002811	ScomH2c01g0002751
ScomH1c01g0002812	ScomH2c01g0002752
ScomH1c01g0002813	ScomH2c01g0002754
ScomH1c01g0002815	ScomH2c01g0002756
ScomH1c01g0002816	ScomH2c01g0002757
ScomH1c01g0002817	ScomH2c01g0002758
ScomH1c01g0002818	ScomH2c01g0002759
ScomH1c01g0002819	ScomH2c01g0002760
ScomH1c01g0002821	ScomH2c01g0002761
ScomH1c01g0002822	ScomH2c01g0002763
ScomH1c01g0002823	ScomH2c01g0002764
ScomH1c01g0002824	ScomH2c01g0002765
ScomH1c01g0002826	ScomH2c01g0002767
ScomH1c01g0002827	ScomH2c01g0002768
ScomH1c01g0002828	ScomH2c01g0002769
ScomH1c01g0002829	ScomH2c01g0002770
ScomH1c01g0002830	ScomH2c01g0002771
ScomH1c01g0002831	ScomH2c01g0002772
ScomH1c01g0002832	ScomH2c01g0002774
ScomH1c01g0002834	ScomH2c01g0002776
ScomH1c01g0002835	ScomH2c01g0002777
ScomH1c01g0002836	ScomH2c01g0002778
ScomH1c01g0002837	ScomH2c01g0002779
ScomH1c01g0002839	ScomH2c01g0002781
ScomH1c01g0002840	ScomH2c01g0002782
ScomH1c01g0002841	ScomH2c01g0002783
ScomH1c01g0002842	ScomH2c01g0002784
ScomH1c01g0002843	ScomH2c01g0002785
ScomH1c01g0002844	ScomH2c01g0002786
ScomH1c01g0002845	ScomH2c01g0002787
ScomH1c01g0002846	ScomH2c01g0002788
ScomH1c01g0002847	ScomH2c01g0002789
ScomH1c01g0002848	ScomH2c01g0002790
ScomH1c01g0002849	ScomH2c01g0002791
ScomH1c01g0002850	ScomH2c01g0002792
ScomH1c01g0002851	ScomH2c01g0002793
ScomH1c01g0002852	ScomH2c01g0002794
ScomH1c01g0002853	ScomH2c01g0002795
ScomH1c01g0002854	ScomH2c01g0002796
ScomH1c01g0002856	ScomH2c01g0002798
ScomH1c01g0002858	ScomH2c01g0002800
ScomH1c01g0002859	ScomH2c01g0002801
ScomH1c01g0002861	ScomH2c01g0002803
ScomH1c01g0002863	ScomH2c01g0002804
ScomH1c01g0002867	ScomH2c01g0002806
ScomH1c01g0002868	ScomH2c01g0002807
ScomH1c01g0002869	ScomH2c01g0002808
ScomH1c01g0002872	ScomH2c01g0002809
ScomH1c01g0002873	ScomH2c01g0002810
ScomH1c01g0002874	ScomH2c01g0002811
ScomH1c01g0002875	ScomH2c01g0002812
ScomH1c01g0002876	ScomH2c01g0002813
ScomH1c01g0002877	ScomH2c01g0002814
ScomH1c01g0002879	ScomH2c01g0002815
ScomH1c01g0002880	ScomH2c01g0002816
ScomH1c01g0002882	ScomH2c01g0002818
ScomH1c01g0002886	ScomH2c01g0002822
ScomH1c01g0002887	ScomH2c01g0002823
ScomH1c01g0002888	ScomH2c01g0002824
ScomH1c01g0002889	ScomH2c01g0002825
ScomH1c01g0002890	ScomH2c01g0002826
ScomH1c01g0002892	ScomH2c01g0002829
ScomH1c01g0002895	ScomH2c01g0002832
ScomH1c01g0002896	ScomH2c01g0002833
ScomH1c01g0002897	ScomH2c01g0002834
ScomH1c01g0002898	ScomH2c01g0002835
ScomH1c01g0002899	ScomH2c01g0002836
ScomH1c01g0002900	ScomH2c01g0002837
ScomH1c01g0002901	ScomH2c01g0002838
ScomH1c01g0002902	ScomH2c01g0002839
ScomH1c01g0002904	ScomH2c01g0002840
ScomH1c01g0002905	ScomH2c01g0002841
ScomH1c01g0002906	ScomH2c01g0002842
ScomH1c01g0002907	ScomH2c01g0002843
ScomH1c01g0002909	ScomH2c01g0002845
ScomH1c01g0002910	ScomH2c01g0002846
ScomH1c01g0002911	ScomH2c01g0002847
ScomH1c01g0002913	ScomH2c01g0002849
ScomH1c01g0002912	ScomH2c01g0002848
ScomH1c01g0002914	ScomH2c01g0002850
ScomH1c01g0002915	ScomH2c01g0002851
ScomH1c01g0002916	ScomH2c01g0002852
ScomH1c01g0002917	ScomH2c01g0002854
ScomH1c01g0002918	ScomH2c01g0002855
ScomH1c01g0002920	ScomH2c01g0002857
ScomH1c01g0002921	ScomH2c01g0002858
ScomH1c01g0002922	ScomH2c01g0002859
ScomH1c01g0002923	ScomH2c01g0002860
ScomH1c01g0002924	ScomH2c01g0002861
ScomH1c01g0002925	ScomH2c01g0002862
ScomH1c01g0002926	ScomH2c01g0002863
ScomH1c01g0002927	ScomH2c01g0002864
ScomH1c01g0002928	ScomH2c01g0002865
ScomH1c01g0002929	ScomH2c01g0002866
ScomH1c01g0002931	ScomH2c01g0002868
ScomH1c01g0002934	ScomH2c01g0002871
ScomH1c01g0002935	ScomH2c01g0002874
ScomH1c01g0002939	ScomH2c01g0002878
ScomH1c01g0002941	ScomH2c01g0002881
ScomH1c01g0002942	ScomH2c01g0002882
ScomH1c01g0002943	ScomH2c01g0002883
ScomH1c01g0002944	ScomH2c01g0002884
ScomH1c01g0002945	ScomH2c01g0002885
ScomH1c01g0002947	ScomH2c01g0002887
ScomH1c01g0002948	ScomH2c01g0002888
ScomH1c01g0002949	ScomH2c01g0002890
ScomH1c01g0002951	ScomH2c01g0002891
ScomH1c01g0002952	ScomH2c01g0002893
ScomH1c01g0002954	ScomH2c01g0002895
ScomH1c01g0002955	ScomH2c01g0002896
ScomH1c01g0002957	ScomH2c01g0002898
ScomH1c01g0002958	ScomH2c01g0002900
ScomH1c01g0002959	ScomH2c01g0002901
ScomH1c01g0002960	ScomH2c01g0002902
ScomH1c01g0002962	ScomH2c01g0002904
ScomH1c01g0002966	ScomH2c01g0002909
ScomH1c01g0002967	ScomH2c01g0002910
ScomH1c01g0002968	ScomH2c01g0002911
ScomH1c01g0002970	ScomH2c01g0002913
ScomH1c01g0002971	ScomH2c01g0002914
ScomH1c01g0002972	ScomH2c01g0002915
ScomH1c01g0002973	ScomH2c01g0002916
ScomH1c01g0002974	ScomH2c01g0002917
ScomH1c01g0002976	ScomH2c01g0002919
ScomH1c01g0002977	ScomH2c01g0002920
ScomH1c01g0002978	ScomH2c01g0002921
ScomH1c01g0002980	ScomH2c01g0002922
ScomH1c01g0002981	ScomH2c01g0002923
ScomH1c01g0002985	ScomH2c01g0002926
ScomH1c01g0002986	ScomH2c01g0002927
ScomH1c01g0002990	ScomH2c01g0002931
ScomH1c01g0002991	ScomH2c01g0002932
ScomH1c01g0002992	ScomH2c01g0002933
ScomH1c01g0002994	ScomH2c01g0002934
ScomH1c01g0002995	ScomH2c01g0002935
ScomH1c01g0002996	ScomH2c01g0002936
ScomH1c01g0002998	ScomH2c01g0002938
ScomH1c01g0003001	ScomH2c01g0002941
ScomH1c01g0003002	ScomH2c01g0002942
ScomH1c01g0003003	ScomH2c01g0002943
ScomH1c01g0003004	ScomH2c01g0002944
ScomH1c01g0003005	ScomH2c01g0002945
ScomH1c01g0003006	ScomH2c01g0002946
ScomH1c01g0003007	ScomH2c01g0002947
ScomH1c01g0003008	ScomH2c01g0002948
ScomH1c01g0003009	ScomH2c01g0002949
ScomH1c01g0003012	ScomH2c01g0002952
ScomH1c01g0003013	ScomH2c01g0002953
ScomH1c01g0003014	ScomH2c01g0002954
ScomH1c01g0003016	ScomH2c01g0002958
ScomH1c01g0003017	ScomH2c01g0002959
ScomH1c01g0003018	ScomH2c01g0002960
ScomH1c01g0003019	ScomH2c01g0002961
ScomH1c01g0003020	ScomH2c01g0002962
ScomH1c01g0003021	ScomH2c01g0002963
ScomH1c01g0003022	ScomH2c01g0002964
ScomH1c01g0003023	ScomH2c01g0002965
ScomH1c01g0003024	ScomH2c01g0002966
ScomH1c01g0003026	ScomH2c01g0002968
ScomH1c01g0003027	ScomH2c01g0002969
ScomH1c01g0003028	ScomH2c01g0002971
ScomH1c01g0003029	ScomH2c01g0002972
ScomH1c01g0003033	ScomH2c01g0002975
ScomH1c01g0003034	ScomH2c01g0002976
ScomH1c01g0003036	ScomH2c01g0002978
ScomH1c01g0003037	ScomH2c01g0002979
ScomH1c01g0003038	ScomH2c01g0002980
ScomH1c01g0003039	ScomH2c01g0002981
ScomH1c01g0003041	ScomH2c01g0002982
ScomH1c01g0003044	ScomH2c01g0002984
ScomH1c01g0003045	ScomH2c01g0002985
ScomH1c01g0003046	ScomH2c01g0002986
ScomH1c01g0003047	ScomH2c01g0002987
ScomH1c01g0003049	ScomH2c01g0002989
ScomH1c01g0003050	ScomH2c01g0002990
ScomH1c01g0003051	ScomH2c01g0002991
ScomH1c01g0003052	ScomH2c01g0002992
ScomH1c01g0003053	ScomH2c01g0002993
ScomH1c01g0003054	ScomH2c01g0002994
ScomH1c01g0003055	ScomH2c01g0002995
ScomH1c01g0003056	ScomH2c01g0002996
ScomH1c01g0003058	ScomH2c01g0002997
ScomH1c01g0003059	ScomH2c01g0002998
ScomH1c01g0003060	ScomH2c01g0002999
ScomH1c01g0003061	ScomH2c01g0003001
ScomH1c01g0003062	ScomH2c01g0003002
ScomH1c01g0003064	ScomH2c01g0003004
ScomH1c01g0003065	ScomH2c01g0003005
ScomH1c01g0003066	ScomH2c01g0003006
ScomH1c01g0003067	ScomH2c01g0003007
ScomH1c01g0003068	ScomH2c01g0003008
ScomH1c01g0003069	ScomH2c01g0003009
ScomH1c01g0003070	ScomH2c01g0003010
ScomH1c01g0003071	ScomH2c01g0003011
ScomH1c01g0003072	ScomH2c01g0003012
ScomH1c01g0003073	ScomH2c01g0003013
ScomH1c01g0003074	ScomH2c01g0003014
ScomH1c01g0003075	ScomH2c01g0003015
ScomH1c01g0003077	ScomH2c01g0003017
ScomH1c01g0003079	ScomH2c01g0003019
ScomH1c01g0003080	ScomH2c01g0003020
ScomH1c01g0003081	ScomH2c01g0003021
ScomH1c01g0003082	ScomH2c01g0003022
ScomH1c01g0003083	ScomH2c01g0003023
ScomH1c01g0003084	ScomH2c01g0003024
ScomH1c01g0003085	ScomH2c01g0003025
ScomH1c01g0003086	ScomH2c01g0003026
ScomH1c01g0003087	ScomH2c01g0003027
ScomH1c01g0003088	ScomH2c01g0003028
ScomH1c01g0003089	ScomH2c01g0003029
ScomH1c01g0003090	ScomH2c01g0003030
ScomH1c01g0003091	ScomH2c01g0003031
ScomH1c01g0003092	ScomH2c01g0003032
ScomH1c01g0003093	ScomH2c01g0003033
ScomH1c01g0003094	ScomH2c01g0003034
ScomH1c01g0003095	ScomH2c01g0003035
ScomH1c01g0003096	ScomH2c01g0003036
ScomH1c01g0003097	ScomH2c01g0003037
ScomH1c01g0003098	ScomH2c01g0003038
ScomH1c01g0003099	ScomH2c01g0003039
ScomH1c01g0003100	ScomH2c01g0003040
ScomH1c01g0003101	ScomH2c01g0003041
ScomH1c01g0003102	ScomH2c01g0003042
ScomH1c01g0003103	ScomH2c01g0003043
ScomH1c01g0003104	ScomH2c01g0003044
ScomH1c01g0003105	ScomH2c01g0003045
ScomH1c01g0003106	ScomH2c01g0003046
ScomH1c01g0003107	ScomH2c01g0003047
ScomH1c01g0003108	ScomH2c01g0003048
ScomH1c01g0003109	ScomH2c01g0003049
ScomH1c01g0003110	ScomH2c01g0003050
ScomH1c01g0003111	ScomH2c01g0003051
ScomH1c01g0003112	ScomH2c01g0003052
ScomH1c01g0003114	ScomH2c01g0003054
ScomH1c01g0003115	ScomH2c01g0003055
ScomH1c01g0003116	ScomH2c01g0003056
ScomH1c01g0003118	ScomH2c01g0003058
ScomH1c01g0003119	ScomH2c01g0003059
ScomH1c01g0003120	ScomH2c01g0003060
ScomH1c01g0003121	ScomH2c01g0003061
ScomH1c01g0003122	ScomH2c01g0003062
ScomH1c01g0003123	ScomH2c01g0003063
ScomH1c01g0003124	ScomH2c01g0003064
ScomH1c01g0003125	ScomH2c01g0003065
ScomH1c01g0003126	ScomH2c01g0003066
ScomH1c01g0003127	ScomH2c01g0003067
ScomH1c01g0003128	ScomH2c01g0003068
ScomH1c01g0003131	ScomH2c01g0003071
ScomH1c01g0003132	ScomH2c01g0003072
ScomH1c01g0003133	ScomH2c01g0003073
ScomH1c01g0003135	ScomH2c01g0003074
ScomH1c01g0003137	ScomH2c01g0003076
ScomH1c01g0003138	ScomH2c01g0003077
ScomH1c01g0003139	ScomH2c01g0003078
ScomH1c01g0003140	ScomH2c01g0003079
ScomH1c01g0003144	ScomH2c01g0003083
ScomH1c01g0003145	ScomH2c01g0003084
ScomH1c01g0003148	ScomH2c01g0003088
ScomH1c01g0003149	ScomH2c01g0003089
ScomH1c01g0003150	ScomH2c01g0003090
ScomH1c01g0003151	ScomH2c01g0003091
ScomH1c01g0003152	ScomH2c01g0003092
ScomH1c01g0003154	ScomH2c01g0003095
ScomH1c01g0003155	ScomH2c01g0003096
ScomH1c01g0003156	ScomH2c01g0003097
ScomH1c01g0003157	ScomH2c01g0003098
ScomH1c01g0003158	ScomH2c01g0003099
ScomH1c01g0003159	ScomH2c01g0003100
ScomH1c01g0003160	ScomH2c01g0003101
ScomH1c01g0003164	ScomH2c01g0003104
ScomH1c01g0003166	ScomH2c01g0003106
ScomH1c01g0003167	ScomH2c01g0003107
ScomH1c01g0003168	ScomH2c01g0003108
ScomH1c01g0003169	ScomH2c01g0003109
ScomH1c01g0003170	ScomH2c01g0003110
ScomH1c01g0003171	ScomH2c01g0003111
ScomH1c01g0003172	ScomH2c01g0003112
ScomH1c01g0003173	ScomH2c01g0003113
ScomH1c01g0003174	ScomH2c01g0003114
ScomH1c01g0003175	ScomH2c01g0003115
ScomH1c01g0003176	ScomH2c01g0003116
ScomH1c01g0003177	ScomH2c01g0003117
ScomH1c01g0003180	ScomH2c01g0003119
ScomH1c01g0003181	ScomH2c01g0003120
ScomH1c01g0003182	ScomH2c01g0003121
ScomH1c01g0003183	ScomH2c01g0003122
ScomH1c01g0003184	ScomH2c01g0003123
ScomH1c01g0003185	ScomH2c01g0003124
ScomH1c01g0003186	ScomH2c01g0003125
ScomH1c01g0003188	ScomH2c01g0003130
ScomH1c01g0003189	ScomH2c01g0003137
ScomH1c01g0003190	ScomH2c01g0003138
ScomH1c01g0003191	ScomH2c01g0003139
ScomH1c01g0003195	ScomH2c01g0003140
ScomH1c01g0003197	ScomH2c01g0003142
ScomH1c01g0003198	ScomH2c01g0003143
ScomH1c01g0003200	ScomH2c01g0003144
ScomH1c01g0003202	ScomH2c01g0003145
ScomH1c01g0003203	ScomH2c01g0003146
ScomH1c01g0003204	ScomH2c01g0003147
ScomH1c01g0003205	ScomH2c01g0003148
ScomH1c01g0003206	ScomH2c01g0003149
ScomH1c01g0003207	ScomH2c01g0003150
ScomH1c01g0003208	ScomH2c01g0003151
